Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Instructions,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Review,Cancellation / Rejection reason,Restaurant compensation (Cancellation),Restaurant penalty (Rejection),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID,Order Item Count
20320607,Swaad,Sector 4,Delhi NCR,6153489136,"07:21 PM, September 08 2024",Delivered,Zomato Delivery,4km,"2 x Tipsy Tiger Ginger Ale, 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Smoky Bbq Grilled Chicken",,,858.1,42.91,0.0,0.0,0.0,0.0,901.01,,,,,,20.3,8.6,Correctly,,a4fb8d5447830dfa482d20ce3a20bce637c3a956fba93cee95726869ddb39231,4
20320607,Swaad,Sector 4,Delhi NCR,6153460436,"12:21 AM, September 05 2024",Delivered,Zomato Delivery,10km,"1 x Fried Chicken Peri Peri Tender, 1 x Garlic Aioli, 1 x Fried Chicken Classic Tender, 1 x Indian Pico De-Gallo",,,905.0,26.0,0.0,385.0,0.0,0.0,546.0,,,,,,20.03,2.1,Correctly,,932461e0c80b5cd50d0585d7081ae87732ddf0e5e4d9ea6fc978e38528705fb8,4
20320607,Swaad,Sector 4,Delhi NCR,6147352865,"09:13 PM, September 04 2024",Delivered,Zomato Delivery,4km,"2 x Grilled Chicken Smoky BBQ Tangdi, 1 x Fried Chicken Classic Tender, 1 x Grilled Chicken Jamaican Tender",,,1445.0,36.5,0.0,715.0,0.0,0.0,766.5,,,,,,22.9,1.5,Correctly,,7babac4e1c879400e88c6246478861778312573e3b831070ce9dce1542091e05,4
20320607,Swaad,Sector 4,Delhi NCR,6152451484,"07:49 PM, September 04 2024",Delivered,Zomato Delivery,3km,"2 x Bone in Peri Peri Grilled Chicken, 2 x Garlic Aioli",Order: less spicy please.,,960.0,24.0,0.0,480.0,0.0,0.0,504.0,,,,,,19.27,0.1,Correctly,,3a2f94ba1632c59e184821af36cf18763ebacbd2119bfe63d729077d3c4fe499,4
20320607,Swaad,Sector 4,Delhi NCR,6130555847,"06:13 PM, September 04 2024",Delivered,Zomato Delivery,1km,"2 x Grilled Chicken Peri Peri Tender, 2 x Salted Krispers",,,978.0,24.45,0.0,489.0,0.0,0.0,513.45,1.0,not picking calls and not responding and now arguments that I cannot pick calls ..if you want to cancel the order pls go ahead ,,,,14.28,5.9,Correctly,,f6964b4dbe5c91e63c19798e3aeaeae5bd1b4661f6531954931b2caec13b5adf,4
20320607,Swaad,Sector 4,Delhi NCR,6151773822,"04:42 PM, September 04 2024",Delivered,Zomato Delivery,2km,"1 x Cafreal dip, 1 x Indian Pico De-Gallo, 1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Angara Grilled Chicken",,,740.0,18.5,0.0,370.0,0.0,0.0,388.5,5.0,,,,,19.73,9.9,Correctly,,8a766ef646ef1de0bbbde631f5117d0bee4dceb361852fb00024f75b1e51011b,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6169113831,"07:00 PM, September 10 2024",Delivered,Zomato Delivery,5km,"1 x Angara Rice, 1 x Fried Chicken Angara Tender, 1 x Angara Aloo Tuk Tuki, 1 x Onion Bombs",,50% off upto Rs.100,789.0,34.45,100.0,0.0,0.0,0.0,723.45,,,,,,21.0,5.9,Correctly,,d6746a64d75c5bf82c17637c2297996def4c4f915364fb85a263b9ad358c7bf2,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6149764916,"10:12 PM, September 09 2024",Delivered,Zomato Delivery,7km,"1 x Fried Chicken Angara Tender, 1 x Fried Chicken Kabuli Tender, 1 x AAC Signature Krispers, 1 x Animal Fries",,Flat Rs.175 off,1204.0,51.45,175.0,0.0,0.0,0.0,1080.45,,,,,,16.68,2.7,Correctly,,960b6543eb5611330f0e49b13ee776597444ca7c81314eb2d8abc73cbd81e0e0,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6162695816,"08:41 PM, September 08 2024",Delivered,Zomato Delivery,5km,"1 x GhostBuster Sauce, 1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Smoky Bbq Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken",,50% off upto Rs.100,990.0,44.5,100.0,0.0,0.0,0.0,934.5,,,,,,18.42,0.6,Correctly,,057d730ed0a3375de69e7a52622a5cda123cfa526e12fd4122c504fbf81f2c8a,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6158591577,"12:14 AM, September 08 2024",Delivered,Zomato Delivery,2km,"1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Angara Tangdi, 1 x Bone in Peri Peri Grilled Chicken, 1 x Animal Fries",,Flat Rs.175 off,1380.0,60.25,175.0,0.0,0.0,0.0,1265.25,,,,,,19.6,0.4,Correctly,,372ac9920241d6946f0ea45257b4ae55aed34a1a9112197da30684876304df45,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6162040119,"10:34 PM, September 07 2024",Delivered,Zomato Delivery,7km,"1 x AAC Signature Fries, 1 x Animal Fries, 1 x Fried Chicken Angara Tender, 1 x Cafreal dip",,Flat Rs.175 off,929.0,37.7,175.0,0.0,0.0,0.0,791.7,,,,,,18.98,1.3,Correctly,,960b6543eb5611330f0e49b13ee776597444ca7c81314eb2d8abc73cbd81e0e0,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6153049929,"10:41 PM, September 04 2024",Delivered,Zomato Delivery,7km,"1 x Garlic Aioli, 1 x Cafreal dip, 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken",,,1290.0,32.25,0.0,645.0,0.0,0.0,677.25,,,,,,18.53,0.7,Correctly,,fce2e2e461c71e769370ea33a93f36c31af7352b322c96936aa6d658e154afa3,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6149395754,"09:37 PM, September 04 2024",Delivered,Zomato Delivery,1km,"1 x Bone in Kabuli Grilled Chicken, 2 x Garlic Aioli, 1 x Bone in Jamaican Grilled Chicken",,,1290.0,32.25,0.0,645.0,0.0,0.0,677.25,,,,,,23.25,1.1,Correctly,,1a20f30451c13cd56e3561e62f54a8d37d05e3823dca7eb80fac4e27d4747be6,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6145211525,"08:16 PM, September 04 2024",Delivered,Zomato Delivery,1km,"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Smoky Bbq Grilled Chicken, 1 x Bone in Angara Grilled Chicken",,,2340.0,58.5,0.0,1170.0,0.0,0.0,1228.5,4.0,,,,,18.72,0.4,Correctly,,3d27fc416de581dff391a7af0b004b28790fa526d9c3035b693f5e0f72bcccd8,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6151075924,"06:48 PM, September 04 2024",Delivered,Zomato Delivery,4km,"1 x Animal Fries, 2 x Harisa Mayo, 1 x Bone in Jamaican Grilled Chicken",,,785.0,20.75,0.0,370.0,0.0,0.0,435.75,,,,,,22.07,0.4,Correctly,,e820fe42037309204742128445b33cc4752323bab7ff5674c5483279de2b53a3,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6144240421,"06:31 PM, September 04 2024",Delivered,Zomato Delivery,1km,"1 x Grilled Chicken Smoky BBQ Tender, 1 x Grilled Chicken Jamaican Tender, 1 x Salted Fries, 1 x AAC Special Slaw",,,937.0,23.95,0.0,458.0,0.0,0.0,502.95,,,,,,12.6,0.7,Correctly,,fe38e9a74482b3f126dcd5afb5c7b29bcf7222a6cf201c3b6273c1d24355dff2,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6143031049,"04:08 PM, September 04 2024",Delivered,Zomato Delivery,2km,"1 x Garlic Aioli, 1 x AAC Signature Fries, 2 x Grilled Chicken Peri Peri Tangdi",,,1059.0,29.7,0.0,465.0,0.0,0.0,623.7,,,,,,18.12,0.2,Correctly,,8262aff58673f392152c2e19f57ffb62b40d990add339ee28ad9cbf9efde3f8d,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6150530192,"01:22 PM, September 04 2024",Delivered,Zomato Delivery,2km,"1 x Grilled Chicken Angara Tender, 1 x Angara Aloo Tuk Tuki, 1 x Grilled Chicken Jamaican Tender, 1 x Salted Krispers",,,957.0,24.45,0.0,468.0,0.0,0.0,513.45,,,,,,20.35,2.7,Correctly,,d775e8eac0bf356fd581d8752f207dc125b4b17eed9bcd2a32837c77a6b736bb,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6147153950,"07:49 PM, September 03 2024",Delivered,Zomato Delivery,2km,"1 x Grilled Chicken Jamaican Tender, 1 x Grilled Chicken Angara Tender, 1 x Grilled Chicken Ghostbuster Tangdi, 1 x Bone in Peri Peri Grilled Chicken",,Flat Rs.175 off,1765.0,79.5,175.0,0.0,0.0,0.0,1669.5,,,,,,19.63,0.5,Correctly,,b2feee65db0a8a15ed9719d550e8fbe88d0b8d0732ca8fd9c252c86970f8a2ac,4
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6139878163,"05:43 PM, September 01 2024",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Classic Tender, 1 x Fried Chicken Angara Tender, 2 x Salted Krispers",,Flat Rs.175 off,1278.0,55.15,175.0,0.0,0.0,0.0,1158.15,,,,,,20.57,11.1,Correctly,,9a5890f649f8670edc60d513c58eb3647a906f990f9adc077db545ac4ebbce9a,4
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6151952607,"08:37 PM, September 07 2024",Delivered,Zomato Delivery,3km,"1 x Grilled Tangdis, 1 x Peri Peri Fries, 1 x Herbed Potato, 1 x All About Chicken Pizza",,Flat Rs.200 off,1385.0,59.25,200.0,0.0,0.0,0.0,1244.25,,,,,,27.42,0.7,Correctly,,7fdc73035712fcf5135ba59528cb77a6f1764633f78c17bd195123b8ee089b70,4
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6160176733,"08:19 PM, September 07 2024",Delivered,Zomato Delivery,4km,"1 x Tipsy Tiger Fresh Lime Soda, 2 x Tipsy Tiger Ginger Ale, 1 x Desi Pepperoni Pizza",,,1016.15,50.81,0.0,0.0,0.0,0.0,1066.96,,,,,,20.32,7.9,Correctly,,60c15615aac8c2f3ca6fa25673a4fea90a725866f601e84a94508b3807d66f52,4
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6158822918,"07:37 PM, September 07 2024",Delivered,Zomato Delivery,1km,"1 x Just Pepperoni Pizza, 2 x Grilled Tangdis, 1 x Bageecha Pizza",,,1786.0,89.3,0.0,0.0,0.0,0.0,1875.3,,,,,,22.33,0.6,Correctly,,6574d337013b7dfab485b5d4744930756ec4b7c618ff4147611b07e45d22f5b7,4
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6157822311,"06:46 PM, September 07 2024",Delivered,Zomato Delivery,4km,"1 x Cheesy Garlic Bread, 1 x Murgh Amritsari Seekh Pide, 1 x OG Cheese Pide, 1 x Garlic Aioli",,Flat Rs.200 off,997.0,39.85,200.0,0.0,0.0,0.0,836.85,,,,,,18.77,1.8,Correctly,,d7b59691627a2d2c3e663c6fbc4922d7887b4d38afa312ac5a7042b93ba59834,4
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6157237871,"12:27 AM, September 07 2024",Delivered,Zomato Delivery,3km,"2 x Margherita Pizza, 2 x Salted Fries",,Buy 1 Get 1 - ₹628.00,628.0,31.4,0.0,0.0,0.0,0.0,659.4,,,,,,20.62,0.7,Correctly,,4ed56ff64d45956b83c8a9a80b0b36fd80a7d5539d4a40d3c50f3b9171812c63,4
